ABUNDANCE,BIOMAS,valid_name,SAMPLE_DESC,LATITUDE,LONGITUDE,DAY,MONTH,YEAR
22,,"Pseudotsuga menziesii",ALCO_CH11_1_2006_38777,45.041681,-123.909525,1,3,2006
13,,"Tsuga heterophylla",ALCO_CH11_1_2006_38777,45.041681,-123.909525,1,3,2006
1,,"Picea sitchensis",ALCO_CH11_1_2006_38869,45.041681,-123.909525,1,6,2006
2,,"Picea sitchensis",ALCO_CH11_11_2006_38777,45.041681,-123.909525,1,3,2006
403,,"Alnus rubra",ALCO_CH15_1_1946_17076,45.041110,-123.909580,1,10,1946
134,,"Picea sitchensis",ALCO_CH15_1_1946_17076,45.041110,-123.909580,1,10,1946
18,,"Pseudotsuga menziesii",ALCO_CH15_1_1946_17076,45.041110,-123.909580,1,10,1946
2,,"Frangula purshiana",ALCO_CH15_1_1946_17076,45.041110,-123.909580,1,10,1946
11,,"Tsuga heterophylla",ALCO_CH15_1_1946_17076,45.041110,-123.909580,1,10,1946
403,,"Alnus rubra",ALCO_CH15_1_1951_18872,45.041110,-123.909580,1,9,1951
153,,"Picea sitchensis",ALCO_CH15_1_1951_18872,45.041110,-123.909580,1,9,1951
18,,"Pseudotsuga menziesii",ALCO_CH15_1_1951_18872,45.041110,-123.909580,1,9,1951
2,,"Frangula purshiana",ALCO_CH15_1_1951_18872,45.041110,-123.909580,1,9,1951
13,,"Tsuga heterophylla",ALCO_CH15_1_1951_18872,45.041110,-123.909580,1,9,1951
320,,"Alnus rubra",ALCO_CH15_1_1956_20699,45.041110,-123.909580,1,9,1956
175,,"Picea sitchensis",ALCO_CH15_1_1956_20699,45.041110,-123.909580,1,9,1956
16,,"Pseudotsuga menziesii",ALCO_CH15_1_1956_20699,45.041110,-123.909580,1,9,1956
2,,"Frangula purshiana",ALCO_CH15_1_1956_20699,45.041110,-123.909580,1,9,1956
15,,"Tsuga heterophylla",ALCO_CH15_1_1956_20699,45.041110,-123.909580,1,9,1956
223,,"Alnus rubra",ALCO_CH15_1_1968_24898,45.041110,-123.909580,1,3,1968
175,,"Picea sitchensis",ALCO_CH15_1_1968_24898,45.041110,-123.909580,1,3,1968
10,,"Pseudotsuga menziesii",ALCO_CH15_1_1968_24898,45.041110,-123.909580,1,3,1968
2,,"Frangula purshiana",ALCO_CH15_1_1968_24898,45.041110,-123.909580,1,3,1968
16,,"Tsuga heterophylla",ALCO_CH15_1_1968_24898,45.041110,-123.909580,1,3,1968
162,,"Alnus rubra",ALCO_CH15_1_1980_29312,45.041110,-123.909580,1,4,1980
154,,"Picea sitchensis",ALCO_CH15_1_1980_29312,45.041110,-123.909580,1,4,1980
5,,"Pseudotsuga menziesii",ALCO_CH15_1_1980_29312,45.041110,-123.909580,1,4,1980
2,,"Frangula purshiana",ALCO_CH15_1_1980_29312,45.041110,-123.909580,1,4,1980
18,,"Tsuga heterophylla",ALCO_CH15_1_1980_29312,45.041110,-123.909580,1,4,1980
1,,"Picea sitchensis",ALCO_CH15_1_1985_31138,45.041110,-123.909580,1,4,1985
135,,"Alnus rubra",ALCO_CH15_1_1985_31199,45.041110,-123.909580,1,6,1985
108,,"Picea sitchensis",ALCO_CH15_1_1985_31199,45.041110,-123.909580,1,6,1985
3,,"Pseudotsuga menziesii",ALCO_CH15_1_1985_31199,45.041110,-123.909580,1,6,1985
2,,"Frangula purshiana",ALCO_CH15_1_1985_31199,45.041110,-123.909580,1,6,1985
18,,"Tsuga heterophylla",ALCO_CH15_1_1985_31199,45.041110,-123.909580,1,6,1985
112,,"Alnus rubra",ALCO_CH15_1_1996_35125,45.041110,-123.909580,1,3,1996
99,,"Picea sitchensis",ALCO_CH15_1_1996_35125,45.041110,-123.909580,1,3,1996
3,,"Pseudotsuga menziesii",ALCO_CH15_1_1996_35125,45.041110,-123.909580,1,3,1996
1,,"Frangula purshiana",ALCO_CH15_1_1996_35125,45.041110,-123.909580,1,3,1996
18,,"Tsuga heterophylla",ALCO_CH15_1_1996_35125,45.041110,-123.909580,1,3,1996
1,,"Alnus rubra",ALCO_CH15_1_1996_35217,45.041110,-123.909580,1,6,1996
84,,"Alnus rubra",ALCO_CH15_1_2001_36951,45.041110,-123.909580,1,3,2001
75,,"Picea sitchensis",ALCO_CH15_1_2001_36951,45.041110,-123.909580,1,3,2001
3,,"Pseudotsuga menziesii",ALCO_CH15_1_2001_36951,45.041110,-123.909580,1,3,2001
16,,"Tsuga heterophylla",ALCO_CH15_1_2001_36951,45.041110,-123.909580,1,3,2001
73,,"Alnus rubra",ALCO_CH15_1_2006_38777,45.041110,-123.909580,1,3,2006
74,,"Picea sitchensis",ALCO_CH15_1_2006_38777,45.041110,-123.909580,1,3,2006
3,,"Pseudotsuga menziesii",ALCO_CH15_1_2006_38777,45.041110,-123.909580,1,3,2006
16,,"Tsuga heterophylla",ALCO_CH15_1_2006_38777,45.041110,-123.909580,1,3,2006
11,,"Alnus rubra",ALCO_CH17_1_1946_17046,45.041144,-123.910093,1,9,1946
155,,"Picea sitchensis",ALCO_CH17_1_1946_17046,45.041144,-123.910093,1,9,1946
138,,"Pseudotsuga menziesii",ALCO_CH17_1_1946_17046,45.041144,-123.910093,1,9,1946
19,,"Tsuga heterophylla",ALCO_CH17_1_1946_17046,45.041144,-123.910093,1,9,1946
13,,"Alnus rubra",ALCO_CH17_1_1951_18902,45.041144,-123.910093,1,10,1951
184,,"Picea sitchensis",ALCO_CH17_1_1951_18902,45.041144,-123.910093,1,10,1951
141,,"Pseudotsuga menziesii",ALCO_CH17_1_1951_18902,45.041144,-123.910093,1,10,1951
22,,"Tsuga heterophylla",ALCO_CH17_1_1951_18902,45.041144,-123.910093,1,10,1951
15,,"Alnus rubra",ALCO_CH17_1_1956_20699,45.041144,-123.910093,1,9,1956
187,,"Picea sitchensis",ALCO_CH17_1_1956_20699,45.041144,-123.910093,1,9,1956
136,,"Pseudotsuga menziesii",ALCO_CH17_1_1956_20699,45.041144,-123.910093,1,9,1956
24,,"Tsuga heterophylla",ALCO_CH17_1_1956_20699,45.041144,-123.910093,1,9,1956
14,,"Alnus rubra",ALCO_CH17_1_1968_24898,45.041144,-123.910093,1,3,1968
175,,"Picea sitchensis",ALCO_CH17_1_1968_24898,45.041144,-123.910093,1,3,1968
127,,"Pseudotsuga menziesii",ALCO_CH17_1_1968_24898,45.041144,-123.910093,1,3,1968
25,,"Tsuga heterophylla",ALCO_CH17_1_1968_24898,45.041144,-123.910093,1,3,1968
12,,"Alnus rubra",ALCO_CH17_1_1980_29281,45.041144,-123.910093,1,3,1980
101,,"Picea sitchensis",ALCO_CH17_1_1980_29281,45.041144,-123.910093,1,3,1980
93,,"Pseudotsuga menziesii",ALCO_CH17_1_1980_29281,45.041144,-123.910093,1,3,1980
29,,"Tsuga heterophylla",ALCO_CH17_1_1980_29281,45.041144,-123.910093,1,3,1980
11,,"Alnus rubra",ALCO_CH17_1_1985_31199,45.041144,-123.910093,1,6,1985
83,,"Picea sitchensis",ALCO_CH17_1_1985_31199,45.041144,-123.910093,1,6,1985
79,,"Pseudotsuga menziesii",ALCO_CH17_1_1985_31199,45.041144,-123.910093,1,6,1985
28,,"Tsuga heterophylla",ALCO_CH17_1_1985_31199,45.041144,-123.910093,1,6,1985
1,,"Pseudotsuga menziesii",ALCO_CH17_1_1996_35096,45.041144,-123.910093,1,2,1996
9,,"Alnus rubra",ALCO_CH17_1_1996_35125,45.041144,-123.910093,1,3,1996
80,,"Picea sitchensis",ALCO_CH17_1_1996_35125,45.041144,-123.910093,1,3,1996
76,,"Pseudotsuga menziesii",ALCO_CH17_1_1996_35125,45.041144,-123.910093,1,3,1996
28,,"Tsuga heterophylla",ALCO_CH17_1_1996_35125,45.041144,-123.910093,1,3,1996
6,,"Alnus rubra",ALCO_CH17_1_2001_36951,45.041144,-123.910093,1,3,2001
57,,"Picea sitchensis",ALCO_CH17_1_2001_36951,45.041144,-123.910093,1,3,2001
64,,"Pseudotsuga menziesii",ALCO_CH17_1_2001_36951,45.041144,-123.910093,1,3,2001
28,,"Tsuga heterophylla",ALCO_CH17_1_2001_36951,45.041144,-123.910093,1,3,2001
1,,"Pseudotsuga menziesii",ALCO_CH17_1_2001_37043,45.041144,-123.910093,1,6,2001
6,,"Alnus rubra",ALCO_CH17_1_2006_38777,45.041144,-123.910093,1,3,2006
54,,"Picea sitchensis",ALCO_CH17_1_2006_38777,45.041144,-123.910093,1,3,2006
62,,"Pseudotsuga menziesii",ALCO_CH17_1_2006_38777,45.041144,-123.910093,1,3,2006
28,,"Tsuga heterophylla",ALCO_CH17_1_2006_38777,45.041144,-123.910093,1,3,2006
1,,"Pseudotsuga menziesii",ALCO_CH17_1_2006_38869,45.041144,-123.910093,1,6,2006
731,,"Alnus rubra",ALCO_CH22_1_1937_13606,45.041478,-123.911193,1,4,1937
1,,"Frangula purshiana",ALCO_CH22_1_1937_13606,45.041478,-123.911193,1,4,1937
732,,"Alnus rubra",ALCO_CH22_1_1941_15220,45.041478,-123.911193,1,9,1941
1,,"Frangula purshiana",ALCO_CH22_1_1941_15220,45.041478,-123.911193,1,9,1941
730,,"Alnus rubra",ALCO_CH22_1_1946_17076,45.041478,-123.911193,1,10,1946
1,,"Frangula purshiana",ALCO_CH22_1_1946_17076,45.041478,-123.911193,1,10,1946
708,,"Alnus rubra",ALCO_CH22_1_1951_18872,45.041478,-123.911193,1,9,1951
1,,"Frangula purshiana",ALCO_CH22_1_1951_18872,45.041478,-123.911193,1,9,1951
573,,"Alnus rubra",ALCO_CH22_1_1956_20729,45.041478,-123.911193,1,10,1956
9,,"Picea sitchensis",ALCO_CH22_1_1956_20729,45.041478,-123.911193,1,10,1956
1,,"Frangula purshiana",ALCO_CH22_1_1956_20729,45.041478,-123.911193,1,10,1956
468,,"Alnus rubra",ALCO_CH22_1_1967_24532,45.041478,-123.911193,1,3,1967
9,,"Picea sitchensis",ALCO_CH22_1_1967_24532,45.041478,-123.911193,1,3,1967
1,,"Frangula purshiana",ALCO_CH22_1_1967_24532,45.041478,-123.911193,1,3,1967
381,,"Alnus rubra",ALCO_CH22_1_1968_24898,45.041478,-123.911193,1,3,1968
15,,"Picea sitchensis",ALCO_CH22_1_1968_24898,45.041478,-123.911193,1,3,1968
1,,"Frangula purshiana",ALCO_CH22_1_1968_24898,45.041478,-123.911193,1,3,1968
380,,"Alnus rubra",ALCO_CH22_1_1980_29281,45.041478,-123.911193,1,3,1980
59,,"Picea sitchensis",ALCO_CH22_1_1980_29281,45.041478,-123.911193,1,3,1980
312,,"Alnus rubra",ALCO_CH22_1_1985_31199,45.041478,-123.911193,1,6,1985
58,,"Picea sitchensis",ALCO_CH22_1_1985_31199,45.041478,-123.911193,1,6,1985
278,,"Alnus rubra",ALCO_CH22_1_1996_35125,45.041478,-123.911193,1,3,1996
58,,"Picea sitchensis",ALCO_CH22_1_1996_35125,45.041478,-123.911193,1,3,1996
232,,"Alnus rubra",ALCO_CH22_1_2001_36951,45.041478,-123.911193,1,3,2001
50,,"Picea sitchensis",ALCO_CH22_1_2001_36951,45.041478,-123.911193,1,3,2001
201,,"Alnus rubra",ALCO_CH22_1_2006_38777,45.041478,-123.911193,1,3,2006
44,,"Picea sitchensis",ALCO_CH22_1_2006_38777,45.041478,-123.911193,1,3,2006
621,,"Alnus rubra",ALCO_CH23_1_1937_13606,45.041123,-123.911288,1,4,1937
622,,"Alnus rubra",ALCO_CH23_1_1941_15220,45.041123,-123.911288,1,9,1941
629,,"Alnus rubra",ALCO_CH23_1_1946_17076,45.041123,-123.911288,1,10,1946
490,,"Alnus rubra",ALCO_CH23_1_1951_18872,45.041123,-123.911288,1,9,1951
330,,"Alnus rubra",ALCO_CH23_1_1956_20729,45.041123,-123.911288,1,10,1956
15,,"Picea sitchensis",ALCO_CH23_1_1956_20729,45.041123,-123.911288,1,10,1956
238,,"Alnus rubra",ALCO_CH23_1_1968_24898,45.041123,-123.911288,1,3,1968
18,,"Picea sitchensis",ALCO_CH23_1_1968_24898,45.041123,-123.911288,1,3,1968
174,,"Alnus rubra",ALCO_CH23_1_1980_29281,45.041123,-123.911288,1,3,1980
19,,"Picea sitchensis",ALCO_CH23_1_1980_29281,45.041123,-123.911288,1,3,1980
130,,"Alnus rubra",ALCO_CH23_1_1985_31199,45.041123,-123.911288,1,6,1985
19,,"Picea sitchensis",ALCO_CH23_1_1985_31199,45.041123,-123.911288,1,6,1985
105,,"Alnus rubra",ALCO_CH23_1_1996_35125,45.041123,-123.911288,1,3,1996
20,,"Picea sitchensis",ALCO_CH23_1_1996_35125,45.041123,-123.911288,1,3,1996
1,,"Frangula purshiana",ALCO_CH23_1_1996_35125,45.041123,-123.911288,1,3,1996
94,,"Alnus rubra",ALCO_CH23_1_2001_36951,45.041123,-123.911288,1,3,2001
17,,"Picea sitchensis",ALCO_CH23_1_2001_36951,45.041123,-123.911288,1,3,2001
1,,"Frangula purshiana",ALCO_CH23_1_2001_36951,45.041123,-123.911288,1,3,2001
85,,"Alnus rubra",ALCO_CH23_1_2006_38777,45.041123,-123.911288,1,3,2006
16,,"Picea sitchensis",ALCO_CH23_1_2006_38777,45.041123,-123.911288,1,3,2006
1,,"Frangula purshiana",ALCO_CH23_1_2006_38777,45.041123,-123.911288,1,3,2006
8,,"Pseudotsuga menziesii",DFGY_BRNA_1_1977_28369,44.942243,-122.172773,1,9,1977
1,,"Thuja plicata",DFGY_BRNA_1_1977_28369,44.942243,-122.172773,1,9,1977
17,,"Tsuga heterophylla",DFGY_BRNA_1_1977_28369,44.942243,-122.172773,1,9,1977
8,,"Pseudotsuga menziesii",DFGY_BRNA_1_1984_30864,44.942243,-122.172773,1,7,1984
1,,"Thuja plicata",DFGY_BRNA_1_1984_30864,44.942243,-122.172773,1,7,1984
17,,"Tsuga heterophylla",DFGY_BRNA_1_1984_30864,44.942243,-122.172773,1,7,1984
8,,"Pseudotsuga menziesii",DFGY_BRNA_1_1989_32721,44.942243,-122.172773,1,8,1989
1,,"Thuja plicata",DFGY_BRNA_1_1989_32721,44.942243,-122.172773,1,8,1989
17,,"Tsuga heterophylla",DFGY_BRNA_1_1989_32721,44.942243,-122.172773,1,8,1989
1,,"Tsuga heterophylla",DFGY_BRNA_1_1990_33086,44.942243,-122.172773,1,8,1990
8,,"Pseudotsuga menziesii",DFGY_BRNA_1_1995_34881,44.942243,-122.172773,1,7,1995
1,,"Thuja plicata",DFGY_BRNA_1_1995_34881,44.942243,-122.172773,1,7,1995
16,,"Tsuga heterophylla",DFGY_BRNA_1_1995_34881,44.942243,-122.172773,1,7,1995
8,,"Pseudotsuga menziesii",DFGY_BRNA_1_2001_37104,44.942243,-122.172773,1,8,2001
1,,"Thuja plicata",DFGY_BRNA_1_2001_37104,44.942243,-122.172773,1,8,2001
15,,"Tsuga heterophylla",DFGY_BRNA_1_2001_37104,44.942243,-122.172773,1,8,2001
8,,"Pseudotsuga menziesii",DFGY_BRNA_1_2006_38930,44.942243,-122.172773,1,8,2006
1,,"Thuja plicata",DFGY_BRNA_1_2006_38930,44.942243,-122.172773,1,8,2006
15,,"Tsuga heterophylla",DFGY_BRNA_1_2006_38930,44.942243,-122.172773,1,8,2006
5,,"Pseudotsuga menziesii",DFGY_BRNA_10_1977_28369,44.942243,-122.172773,1,9,1977
1,,"Thuja plicata",DFGY_BRNA_10_1977_28369,44.942243,-122.172773,1,9,1977
18,,"Tsuga heterophylla",DFGY_BRNA_10_1977_28369,44.942243,-122.172773,1,9,1977
5,,"Pseudotsuga menziesii",DFGY_BRNA_10_1984_30864,44.942243,-122.172773,1,7,1984
1,,"Thuja plicata",DFGY_BRNA_10_1984_30864,44.942243,-122.172773,1,7,1984
18,,"Tsuga heterophylla",DFGY_BRNA_10_1984_30864,44.942243,-122.172773,1,7,1984
5,,"Pseudotsuga menziesii",DFGY_BRNA_10_1989_32721,44.942243,-122.172773,1,8,1989
1,,"Thuja plicata",DFGY_BRNA_10_1989_32721,44.942243,-122.172773,1,8,1989
16,,"Tsuga heterophylla",DFGY_BRNA_10_1989_32721,44.942243,-122.172773,1,8,1989
5,,"Pseudotsuga menziesii",DFGY_BRNA_10_1995_34881,44.942243,-122.172773,1,7,1995
1,,"Thuja plicata",DFGY_BRNA_10_1995_34881,44.942243,-122.172773,1,7,1995
16,,"Tsuga heterophylla",DFGY_BRNA_10_1995_34881,44.942243,-122.172773,1,7,1995
5,,"Pseudotsuga menziesii",DFGY_BRNA_10_2001_37104,44.942243,-122.172773,1,8,2001
1,,"Thuja plicata",DFGY_BRNA_10_2001_37104,44.942243,-122.172773,1,8,2001
16,,"Tsuga heterophylla",DFGY_BRNA_10_2001_37104,44.942243,-122.172773,1,8,2001
5,,"Pseudotsuga menziesii",DFGY_BRNA_10_2006_38930,44.942243,-122.172773,1,8,2006
1,,"Thuja plicata",DFGY_BRNA_10_2006_38930,44.942243,-122.172773,1,8,2006
15,,"Tsuga heterophylla",DFGY_BRNA_10_2006_38930,44.942243,-122.172773,1,8,2006
3,,"Pseudotsuga menziesii",DFGY_BRNA_11_1977_28369,44.942243,-122.172773,1,9,1977
1,,"Thuja plicata",DFGY_BRNA_11_1977_28369,44.942243,-122.172773,1,9,1977
17,,"Tsuga heterophylla",DFGY_BRNA_11_1977_28369,44.942243,-122.172773,1,9,1977
3,,"Pseudotsuga menziesii",DFGY_BRNA_11_1984_30864,44.942243,-122.172773,1,7,1984
1,,"Thuja plicata",DFGY_BRNA_11_1984_30864,44.942243,-122.172773,1,7,1984
17,,"Tsuga heterophylla",DFGY_BRNA_11_1984_30864,44.942243,-122.172773,1,7,1984
3,,"Pseudotsuga menziesii",DFGY_BRNA_11_1989_32721,44.942243,-122.172773,1,8,1989
1,,"Thuja plicata",DFGY_BRNA_11_1989_32721,44.942243,-122.172773,1,8,1989
17,,"Tsuga heterophylla",DFGY_BRNA_11_1989_32721,44.942243,-122.172773,1,8,1989
3,,"Pseudotsuga menziesii",DFGY_BRNA_11_1995_34881,44.942243,-122.172773,1,7,1995
1,,"Thuja plicata",DFGY_BRNA_11_1995_34881,44.942243,-122.172773,1,7,1995
17,,"Tsuga heterophylla",DFGY_BRNA_11_1995_34881,44.942243,-122.172773,1,7,1995
3,,"Pseudotsuga menziesii",DFGY_BRNA_11_2001_37104,44.942243,-122.172773,1,8,2001
1,,"Thuja plicata",DFGY_BRNA_11_2001_37104,44.942243,-122.172773,1,8,2001
22,,"Tsuga heterophylla",DFGY_BRNA_11_2001_37104,44.942243,-122.172773,1,8,2001
2,,"Pseudotsuga menziesii",DFGY_BRNA_11_2006_38930,44.942243,-122.172773,1,8,2006
1,,"Thuja plicata",DFGY_BRNA_11_2006_38930,44.942243,-122.172773,1,8,2006
22,,"Tsuga heterophylla",DFGY_BRNA_11_2006_38930,44.942243,-122.172773,1,8,2006
7,,"Pseudotsuga menziesii",DFGY_BRNA_12_1977_28369,44.942243,-122.172773,1,9,1977
2,,"Thuja plicata",DFGY_BRNA_12_1977_28369,44.942243,-122.172773,1,9,1977
17,,"Tsuga heterophylla",DFGY_BRNA_12_1977_28369,44.942243,-122.172773,1,9,1977
7,,"Pseudotsuga menziesii",DFGY_BRNA_12_1984_30864,44.942243,-122.172773,1,7,1984
2,,"Thuja plicata",DFGY_BRNA_12_1984_30864,44.942243,-122.172773,1,7,1984
17,,"Tsuga heterophylla",DFGY_BRNA_12_1984_30864,44.942243,-122.172773,1,7,1984
7,,"Pseudotsuga menziesii",DFGY_BRNA_12_1989_32721,44.942243,-122.172773,1,8,1989
2,,"Thuja plicata",DFGY_BRNA_12_1989_32721,44.942243,-122.172773,1,8,1989
15,,"Tsuga heterophylla",DFGY_BRNA_12_1989_32721,44.942243,-122.172773,1,8,1989
6,,"Pseudotsuga menziesii",DFGY_BRNA_12_1995_34881,44.942243,-122.172773,1,7,1995
2,,"Thuja plicata",DFGY_BRNA_12_1995_34881,44.942243,-122.172773,1,7,1995
15,,"Tsuga heterophylla",DFGY_BRNA_12_1995_34881,44.942243,-122.172773,1,7,1995
5,,"Pseudotsuga menziesii",DFGY_BRNA_12_2001_37104,44.942243,-122.172773,1,8,2001
2,,"Thuja plicata",DFGY_BRNA_12_2001_37104,44.942243,-122.172773,1,8,2001
15,,"Tsuga heterophylla",DFGY_BRNA_12_2001_37104,44.942243,-122.172773,1,8,2001
5,,"Pseudotsuga menziesii",DFGY_BRNA_12_2006_38930,44.942243,-122.172773,1,8,2006
2,,"Thuja plicata",DFGY_BRNA_12_2006_38930,44.942243,-122.172773,1,8,2006
12,,"Tsuga heterophylla",DFGY_BRNA_12_2006_38930,44.942243,-122.172773,1,8,2006
13,,"Pseudotsuga menziesii",DFGY_BRNA_13_1977_28369,44.942243,-122.172773,1,9,1977
3,,"Thuja plicata",DFGY_BRNA_13_1977_28369,44.942243,-122.172773,1,9,1977
10,,"Tsuga heterophylla",DFGY_BRNA_13_1977_28369,44.942243,-122.172773,1,9,1977
13,,"Pseudotsuga menziesii",DFGY_BRNA_13_1984_30864,44.942243,-122.172773,1,7,1984
3,,"Thuja plicata",DFGY_BRNA_13_1984_30864,44.942243,-122.172773,1,7,1984
11,,"Tsuga heterophylla",DFGY_BRNA_13_1984_30864,44.942243,-122.172773,1,7,1984
1,,"Abies amabilis",DFGY_BRNA_13_1989_32721,44.942243,-122.172773,1,8,1989
13,,"Pseudotsuga menziesii",DFGY_BRNA_13_1989_32721,44.942243,-122.172773,1,8,1989
4,,"Thuja plicata",DFGY_BRNA_13_1989_32721,44.942243,-122.172773,1,8,1989
11,,"Tsuga heterophylla",DFGY_BRNA_13_1989_32721,44.942243,-122.172773,1,8,1989
1,,"Abies amabilis",DFGY_BRNA_13_1995_34881,44.942243,-122.172773,1,7,1995
13,,"Pseudotsuga menziesii",DFGY_BRNA_13_1995_34881,44.942243,-122.172773,1,7,1995
4,,"Thuja plicata",DFGY_BRNA_13_1995_34881,44.942243,-122.172773,1,7,1995
12,,"Tsuga heterophylla",DFGY_BRNA_13_1995_34881,44.942243,-122.172773,1,7,1995
1,,"Abies amabilis",DFGY_BRNA_13_2001_37104,44.942243,-122.172773,1,8,2001
6,,"Pseudotsuga menziesii",DFGY_BRNA_13_2001_37104,44.942243,-122.172773,1,8,2001
4,,"Thuja plicata",DFGY_BRNA_13_2001_37104,44.942243,-122.172773,1,8,2001
13,,"Tsuga heterophylla",DFGY_BRNA_13_2001_37104,44.942243,-122.172773,1,8,2001
5,,"Pseudotsuga menziesii",DFGY_BRNA_13_2006_38930,44.942243,-122.172773,1,8,2006
3,,"Thuja plicata",DFGY_BRNA_13_2006_38930,44.942243,-122.172773,1,8,2006
14,,"Tsuga heterophylla",DFGY_BRNA_13_2006_38930,44.942243,-122.172773,1,8,2006
7,,"Pseudotsuga menziesii",DFGY_BRNA_14_1977_28369,44.942243,-122.172773,1,9,1977
1,,"Thuja plicata",DFGY_BRNA_14_1977_28369,44.942243,-122.172773,1,9,1977
13,,"Tsuga heterophylla",DFGY_BRNA_14_1977_28369,44.942243,-122.172773,1,9,1977
7,,"Pseudotsuga menziesii",DFGY_BRNA_14_1984_30864,44.942243,-122.172773,1,7,1984
1,,"Thuja plicata",DFGY_BRNA_14_1984_30864,44.942243,-122.172773,1,7,1984
13,,"Tsuga heterophylla",DFGY_BRNA_14_1984_30864,44.942243,-122.172773,1,7,1984
7,,"Pseudotsuga menziesii",DFGY_BRNA_14_1989_32721,44.942243,-122.172773,1,8,1989
1,,"Thuja plicata",DFGY_BRNA_14_1989_32721,44.942243,-122.172773,1,8,1989
13,,"Tsuga heterophylla",DFGY_BRNA_14_1989_32721,44.942243,-122.172773,1,8,1989
7,,"Pseudotsuga menziesii",DFGY_BRNA_14_1995_34881,44.942243,-122.172773,1,7,1995
1,,"Thuja plicata",DFGY_BRNA_14_1995_34881,44.942243,-122.172773,1,7,1995
14,,"Tsuga heterophylla",DFGY_BRNA_14_1995_34881,44.942243,-122.172773,1,7,1995
7,,"Pseudotsuga menziesii",DFGY_BRNA_14_2001_37104,44.942243,-122.172773,1,8,2001
1,,"Thuja plicata",DFGY_BRNA_14_2001_37104,44.942243,-122.172773,1,8,2001
